condition,comment_slot,post_id,comment,category,confidence,reasoning
AI,DSlL18bDEhJ,21,Geweldig mooi😍,praise_admiration,high,admires work with emoji
AI,DRhZaJnASMQ,21,"Wow, it's so stunning. It's so beautiful to me",praise_admiration,high,admires the work
AI,DLSxcoJNlxg,21,Así me imagino que es la muerte. O la vida de los libres.,non_english,high,Clearly written in another language (not English)
AI,CikP68Ej7du,21,Night heaven 💖,praise_admiration,high,admires work with emoji
AI,C3oeAHmu5gB,21,😍😍😍,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,21,🕊️,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,21,Super 😍😍😍,praise_admiration,high,admires work with emojis
AI,CqW9uyIsXFJ,21,Can you share text prompt,needs_review,medium,ambiguous language
AI,DTCBCWEEWGC,21,😍,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,21,☺️🥰😘❤️🌹💫🌹❤️😘🥰☺️,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,21,❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DR2Y8p9giTt,21,❤️ 😮👏👏👏👏,emoji_only,high,no letters or digits
AI,DMV_EO1N3qS,21,👏👏,emoji_only,high,no letters or digits
AI,DSad9F2jfva,21,Mau beliii,non_english,low,language not recognized
AI,DSlL18bDEhJ,21,Stunning,praise_admiration,high,expresses genuine admiration
AI,C-44eycs1H5,22,🔥🔥🔥,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,22,✨✨✨💜✨✨✨,emoji_only,high,no letters or digits
AI,DNSWhv1uGjZ,22,👏👏👏👏,emoji_only,high,no letters or digits
AI,DMyBan2tx-f,22,Your phone booth is so cute!,praise_admiration,high,"admires work, uses exclamation"
AI,DHOa6Ajt1dq,22,Gorgeous,praise_admiration,high,expresses genuine admiration or positivity IN WORDS
AI,DQhcx5VDMHT,22,❤️❤️👏👏👏❤️❤️,emoji_only,high,no letters or digits
AI,DS46sWajEKe,22,😍😍😍😍👏👏👏😍😍😍,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,22,So beautiful!! ❤️❤️❤️,praise_admiration,high,admires work with exclamations
AI,DVD1_XvCDTi,22,❤️❤️😍😍,emoji_only,high,no letters or digits
AI,DU2oB0uCOGt,22,🔥🔥🔥 Fire horse year ❤️‍🔥❤️‍🔥❤️‍🔥,praise_admiration,high,admires work with emojis
AI,DRPrkoRDOoZ,22,😍😍😍😍,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,22,Stunning ❤️,praise_admiration,high,admires the work
AI,DRhZaJnASMQ,22,😍 brilliant,praise_admiration,high,admires the work
AI,DLSxcoJNlxg,22,اريد,non_english,high,clearly written in another language
AI,DEglt6Xy4zZ,22,😮😍,emoji_only,high,no letters or digits
AI,CikP68Ej7du,22,It has a peacefulness that reminds me of a Monet painting.,praise_admiration,high,reminds me of Monet
AI,C3oeAHmu5gB,22,❤️,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,22,I thought this is like how parents acting like wings for their child to grow,needs_review,medium,"ambiguous slang, mixed language"
AI,DRSGIcZEQRC,22,Amazing 🔥👏👏👏,praise_admiration,high,admires the work
AI,CqW9uyIsXFJ,22,Play ‏▶︎ •၊၊||၊|။||||။၊|။|||။|||။၊| 0:37,emoji_only,high,No letters/words
AI,DTCBCWEEWGC,22,😍❤️👏👏❤️,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,22,Prompt dm,needs_review,low,ambiguous language
AI,DTv9sJGjD7-,22,magnificent creation I love your works they are great 👏🏻😊😎,praise_admiration,high,"admires work, uses enthusiastic language"
AI,DSLEWPjkgrL,22,Thanks mate 🔥🔥,praise_admiration,high,admires work with emojis
AI,DR2Y8p9giTt,22,Fantastic looking 🔥👏,praise_admiration,high,admires work with emojis
AI,DSad9F2jfva,22,❤️❤️😢😢😢,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,22,😍,emoji_only,high,no letters or digits
AI,C-44eycs1H5,23,😍😍😍😍😍😍😍😍😍,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,23,👏👏👏🔥🔥🔥❤️❤️ Awesomeness!!! Love them!! 😍,praise_admiration,high,admires work with emojis
AI,DNSWhv1uGjZ,23,"🖤 you're a Phenomenal talented woman inside & out & if they can't see that then they're missing out on all the greatness that's within yuh Queen 💅🏽 I'm glad I came across your page, yuh match my aura & inner & outer aesthetic & I'm here to stay as a loyal follower darling 💋",praise_admiration,high,admires and praises the artist
AI,DMyBan2tx-f,23,❤️🙃🥰🙃🥰♥️,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,23,I want more sea animals 😂,humor_meme,high,clear joke reference
AI,DQhcx5VDMHT,23,Beautiful work ❤️❤️❤️,praise_admiration,high,admires work with emojis
AI,DS46sWajEKe,23,😍,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,23,So beautiful! ☺️,praise_admiration,high,admires the work
AI,DVD1_XvCDTi,23,Gorgeous ❤️❤️❤️,praise_admiration,high,admires work with emojis
AI,DRPrkoRDOoZ,23,🔥🔥🔥,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,23,😍😍😍😍😍😍😍😍😍🔥🔥❤️❤️,emoji_only,high,no letters or digits
AI,DRhZaJnASMQ,23,🙌,emoji_only,high,no letters or digits
AI,DLSxcoJNlxg,23,"I posted this incredible video on my story today, and a lot of people said they thought it was me… i watched it a hundred times, as if i were her… thank u for making things like that",praise_admiration,high,admires the video
AI,DEglt6Xy4zZ,23,Unmatched beauty,praise_admiration,high,admires the work
AI,CikP68Ej7du,23,So goood,praise_admiration,high,"includes excited language, mild profanity, compliments"
AI,C3oeAHmu5gB,23,This looks like the Portland head light,humor_meme,high,clear joke reference
AI,DOtnkYcCt1X,23,🕊️,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,23,😍😍,emoji_only,high,no letters or digits
AI,CqW9uyIsXFJ,23,Amazing work!😍😍,praise_admiration,high,admires work with emojis
AI,DTCBCWEEWGC,23,Het was een mooie dag 💝🎊❤️,praise_admiration,high,admires the work
AI,DT2lgb4k5Qe,23,🔥👏😍,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,23,😍😍😍😍👏👏👏,emoji_only,high,no letters or digits
AI,DSLEWPjkgrL,23,Not bad,praise_admiration,medium,mild positive language
AI,DR2Y8p9giTt,23,I absolutely love your stunning creations! 😍👏🔥,praise_admiration,high,admires work with exclamations
AI,DSad9F2jfva,23,👏👏 Beautiful 👏👏,praise_admiration,high,admires work with emojis
AI,DSlL18bDEhJ,23,Beautiful 😍,praise_admiration,high,admires the work
AI,C-44eycs1H5,24,So Lovely 😍❤️,praise_admiration,high,expresses genuine admiration
AI,DVMb9kqElDz,24,"Wow, these are pretty cool mate🔥🙌",praise_admiration,high,admires work with exclamations
AI,DNSWhv1uGjZ,24,"There’s plenty space for all of us because there’s a whole universe inside of everyone, creativity is infinite and I think every single person has million of ideas to explore 👏",praise_admiration,high,admires creativity and ideas
AI,DMyBan2tx-f,24,So beautiful 😍😍👏,praise_admiration,high,admires work with exclamations
AI,DHOa6Ajt1dq,24,The light reflecting is a galaxy of colours. 🌌,praise_admiration,high,admires the artwork
AI,DQhcx5VDMHT,24,👏👏👏,emoji_only,high,no letters or digits
AI,DS46sWajEKe,24,Lindíssimo 🌈🌈🌈🌈🌈🏠🏠🏠,praise_admiration,high,"Lindíssimo, multiple 🌈s and 🏠s"
AI,DPZX0snCLqL,24,Golden hour beauty 😍😍😍 bravo!!!,praise_admiration,high,admires work with exclamations
AI,DVD1_XvCDTi,24,Great ❤️❤️❤️,praise_admiration,high,mixed with words like 'Great'
AI,DU2oB0uCOGt,24,Fantastic work 😍🔥❤️😍,praise_admiration,high,admires work with emojis
AI,DRPrkoRDOoZ,24,😍😍😍,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,24,magnificent creation I love your works they are great 👏🏻😊😎,praise_admiration,high,"admires work, uses enthusiastic language"
AI,DRhZaJnASMQ,24,👏👏👏😍,emoji_only,high,no letters or digits
AI,DLSxcoJNlxg,24,This is like: Dreams come true,praise_admiration,high,expresses admiration and positivity
AI,DEglt6Xy4zZ,24,Wow 😍😍,praise_admiration,high,admires work with emojis
AI,CikP68Ej7du,24,We are selecting 7 artists for a filmed residency. You’d be strong. Apply on our profile. 💥💥,support_defense,high,encourages application
AI,C3oeAHmu5gB,24,😍😍,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,24,"May no one find me , not even in my silence 🕊️",needs_review,medium,"ambiguous language, unclear sentiment"
AI,DRSGIcZEQRC,24,😮👏👏👏Gorgeous work,praise_admiration,high,admires work with emojis
AI,CqW9uyIsXFJ,24,🔥💛💙,emoji_only,high,no letters or digits
AI,DTCBCWEEWGC,24,❤️❤️❤️❤️🔥🔥🔥🔥,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,24,❤️❤️😍😍😍like the tats🔥,praise_admiration,high,admires work with emojis
AI,DTv9sJGjD7-,24,"Bold, bloody, and beautiful. 🩸",praise_admiration,high,admires the work
AI,DSLEWPjkgrL,24,tom holland should be harry potter not robert downey jr,hostility_harassment,high,"targeting celebrity, name comparison"
AI,DR2Y8p9giTt,24,Amazing 🔥🔥,praise_admiration,high,admires work with emojis
AI,DSad9F2jfva,24,❤️,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,24,🔥🤍😍,emoji_only,high,no letters or digits
AI,C-44eycs1H5,25,❤️❤️❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,25,My soul reaper Waiting for u,praise_admiration,high,admires the character
AI,DNSWhv1uGjZ,25,Gorgeous,praise_admiration,high,expresses genuine admiration
AI,DHOa6Ajt1dq,25,👏👏👏👏👏,emoji_only,high,no letters or digits
AI,DQhcx5VDMHT,25,👏👏👏👏👏😍🩷🩷🩷,emoji_only,high,no letters or digits
AI,DS46sWajEKe,25,😍,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,25,😍😍😍😍😍😍😍,emoji_only,high,no letters or digits
AI,DVD1_XvCDTi,25,So cute😍😍😍,praise_admiration,high,admires work with exclamations
AI,DU2oB0uCOGt,25,❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DRPrkoRDOoZ,25,❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,25,Amazingly beautiful ❤️❤️❤️❤️❤️❤️❤️❤️,praise_admiration,high,admires work with emojis
AI,DRhZaJnASMQ,25,❤️,emoji_only,high,no letters or digits
AI,DLSxcoJNlxg,25,Tushlarimda xuddi shunaqa uchaman😍,non_english,high,contains non-English text
AI,DEglt6Xy4zZ,25,🌸🏵️🤍,emoji_only,high,no letters or digits
AI,CikP68Ej7du,25,(.),emoji_only,high,no letters or digits
AI,C3oeAHmu5gB,25,🙌❤️,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,25,🔥,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,25,💞💞🌹❤️🌹💞💞🌹🌹❤️,emoji_only,high,no letters or digits
AI,CqW9uyIsXFJ,25,10/10 rating 🔥👏,praise_admiration,high,clear rating and emojis
AI,DTCBCWEEWGC,25,Amore mio❤️❤️❤️🔥🔥🔥,praise_admiration,high,admires work with emojis
AI,DT2lgb4k5Qe,25,❤️❤️❤️,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,25,So beautiful ❤️❤️❤️❤️,praise_admiration,high,admires work with emojis
AI,DSLEWPjkgrL,25,Not zendaya,authenticity_policing,medium,disputes legitimacy
AI,DR2Y8p9giTt,25,Wonderful 😮😮😍😍👏👏,praise_admiration,high,admires work with emojis
AI,DSad9F2jfva,25,🔥🔥,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,25,😍😍,emoji_only,high,no letters or digits
AI,C-44eycs1H5,26,👏👌🏻,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,26,🔥🔥🔥🔥🔥🌀👑🌀☯️♾️⚛️⭐☀️💫🌙💥💥💥💥💥,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,26,❤️❤️❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DQhcx5VDMHT,26,"Wow, this is absolutely stunning! 😍✨",praise_admiration,high,admires the work
AI,DS46sWajEKe,26,😍😍😍😍👏👏👏,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,26,Lovely 🔥🔥🙌😍,praise_admiration,high,admires work with emojis
AI,DVD1_XvCDTi,26,So lovely set 👏😍,praise_admiration,high,admires work with words
AI,DU2oB0uCOGt,26,"Wow, absolutely fantastic work ❤️‍🔥 ✨ ❤️‍🔥 ✨ ❤️‍🔥",praise_admiration,high,excited language and emojis
AI,DRPrkoRDOoZ,26,😍😍😍,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,26,👏,emoji_only,high,no letters or digits
AI,DRhZaJnASMQ,26,❤️,emoji_only,high,no letters or digits
AI,DLSxcoJNlxg,26,the pov of Wendy going to Neverland,needs_review,medium,ambiguous reference to character
AI,DEglt6Xy4zZ,26,❤️,emoji_only,high,no letters or digits
AI,CikP68Ej7du,26,Thats what I would call home 💫,praise_admiration,high,admires the artwork
AI,C3oeAHmu5gB,26,😍😍😍😍😍,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,26,🔥🔥🖤🖤,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,26,Wow🔥🔥🔥😍👏👏👏,praise_admiration,high,admires work with emojis
AI,CqW9uyIsXFJ,26,awesome,praise_admiration,high,expresses admiration in words
AI,DTCBCWEEWGC,26,😍😍,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,26,Pretty,praise_admiration,high,simple adjective
AI,DTv9sJGjD7-,26,Beautiful ❤️😍,praise_admiration,high,expresses admiration and positivity
AI,DSLEWPjkgrL,26,Delete this. Darn AI,hostility_harassment,high,"aggressive language, intent to delete"
AI,DR2Y8p9giTt,26,🔥🔥🔥,emoji_only,high,no letters or digits
AI,DSad9F2jfva,26,Si cool,non_english,high,clearly written in another language
AI,DSlL18bDEhJ,26,🙌👍🌹🌹🌹,emoji_only,high,no letters or digits
AI,C-44eycs1H5,27,❤️❤️❤️❤️💚,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,27,Absolutely fantastic such artistry I salute you......,praise_admiration,high,"admires work, uses enthusiastic language"
AI,DHOa6Ajt1dq,27,sea horse DIAMOND🔥,praise_admiration,high,admires the artwork
AI,DQhcx5VDMHT,27,So lovely and lively! Beautiful art! 👏🏻👏🏻👏🏻♥️♥️,praise_admiration,high,admires the art
AI,DS46sWajEKe,27,🧡😍,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,27,Very beautiful 😍😍😍,praise_admiration,high,admires work with emojis
AI,DVD1_XvCDTi,27,Can I have photo number 4? Can you send it to me?,needs_review,medium,"ambiguous language, unclear request"
AI,DU2oB0uCOGt,27,Happy New Year!! ❤️❤️🔥🔥❤️❤️,praise_admiration,high,"Happy New Year, enthusiastic language"
AI,DRPrkoRDOoZ,27,🔥🔥🔥,emoji_only,high,no letters or digits
AI,DRhZaJnASMQ,27,❤️❤️,emoji_only,high,no letters or digits
AI,DLSxcoJNlxg,27,What a time to be alive. This footage is incredible! Very impressive work. Mind-blowing 🤯,praise_admiration,high,"admires work, exclamations"
AI,DEglt6Xy4zZ,27,Love this atmosphere 🌙💫,praise_admiration,high,expresses admiration and positivity
AI,CikP68Ej7du,27,Amaizing motion picture! Great digital artcraft!,praise_admiration,high,admires digital artcraft
AI,C3oeAHmu5gB,27,🔥🔥,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,27,😢😢😢🕊️🕊️🕊️🕊️,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,27,Woah this is incredible 😍😍😍😍,praise_admiration,high,admires work with exclamations
AI,CqW9uyIsXFJ,27,F***ing awesome,hostility_harassment,high,contains profanity
AI,DTCBCWEEWGC,27,Perfeito 😍😍😍😍💎💫,praise_admiration,high,Multiple enthusiastic emojis
AI,DT2lgb4k5Qe,27,❤️❤️❤️,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,27,❤️😍😍😍😍👏👏👏❤️❤️❤️🔥🔥,emoji_only,high,no letters or digits
AI,DR2Y8p9giTt,27,Sublime ❤️,praise_admiration,high,admires the work
AI,DSad9F2jfva,27,🔥🔥🔥🔥😍😍😍😍,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,27,❤️❤️❤️❤️❤️😍😍😍😍,emoji_only,high,no letters or digits
AI,C-44eycs1H5,28,💗,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,28,🔥🔥🔥🔥🔥🔥,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,28,🔥🔥🔥🔥🔥👏👏👏👏👏👏,emoji_only,high,no letters or digits
AI,DQhcx5VDMHT,28,Gorgeous,praise_admiration,high,expresses genuine admiration
AI,DS46sWajEKe,28,😍😍😍,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,28,I love these! They're all so pretty!,praise_admiration,high,expresses genuine admiration
AI,DVD1_XvCDTi,28,❤️❤️❤️,emoji_only,high,no letters or digits
AI,DU2oB0uCOGt,28,❤️,emoji_only,high,no letters or digits
AI,DRPrkoRDOoZ,28,👏👏,emoji_only,high,no letters or digits
AI,DRhZaJnASMQ,28,Beauty,praise_admiration,high,simple adjective for beauty
AI,DLSxcoJNlxg,28,Всегда мечтала посмотреть свои вот такие летающие сны в видеозаписи😍,non_english,high,contains Russian language
AI,DEglt6Xy4zZ,28,❤️,emoji_only,high,no letters or digits
AI,CikP68Ej7du,28,Take me now please,needs_review,low,ambiguous language
AI,C3oeAHmu5gB,28,😍🙌❤️❤️❤️,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,28,You can fly just trust your self,praise_admiration,high,expresses positivity and trust in self
AI,DRSGIcZEQRC,28,😍😍😍😍😍,emoji_only,high,no letters or digits
AI,CqW9uyIsXFJ,28,😍😍😍...,emoji_only,high,no letters or digits
AI,DTCBCWEEWGC,28,❤️❤️,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,28,❤️❤️👏👏,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,28,Amazing 😍,praise_admiration,high,admires the work
AI,DR2Y8p9giTt,28,Amazing 😍🔥,praise_admiration,high,admires the work
AI,DSad9F2jfva,28,🙌,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,28,👍класс,praise_admiration,high,Class complimented with thumbs up
AI,C-44eycs1H5,29,😍,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,29,👏👏👏👏👏👏,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,29,🔥,emoji_only,high,no letters or digits
AI,DQhcx5VDMHT,29,😍❤️❤️👏👏,emoji_only,high,no letters or digits
AI,DS46sWajEKe,29,👏👏👏,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,29,Truly captivating🍁🍂❤️💛🧡🍂🍁,praise_admiration,high,admires work with emojis
AI,DVD1_XvCDTi,29,Wall E 😍😍,praise_admiration,high,Emojis convey strong admiration
AI,DU2oB0uCOGt,29,👏👏👏🔥🔥🔥🔥👏🔥🔥,emoji_only,high,no letters or digits
AI,DRPrkoRDOoZ,29,👏👏👏,emoji_only,high,no letters or digits
AI,DLSxcoJNlxg,29,Мои сны в 80%,non_english,high,contains non-English text
AI,DEglt6Xy4zZ,29,Wow amazing 🔥🔥,praise_admiration,high,admires work with exclamations
AI,CikP68Ej7du,29,😍😍😍😍😍,emoji_only,high,no letters or digits
AI,C3oeAHmu5gB,29,@guilojujuy,other,high,"tag only, no content"
AI,DOtnkYcCt1X,29,"How much I loved it. It gave me a sense of release, freedom, and eternal peace. 😢😍",praise_admiration,high,expressed strong positive emotions
AI,DRSGIcZEQRC,29,Great work! 👏🏼👏🏼👏🏼👏🏼,praise_admiration,high,Multiple enthusiastic claps
AI,CqW9uyIsXFJ,29,Masterpiece🔥,praise_admiration,high,admires work with exclamation
AI,DTCBCWEEWGC,29,❤️,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,29,Nice 🦋💙🥰,praise_admiration,high,admires the artwork
AI,DR2Y8p9giTt,29,doesnt get old,praise_admiration,high,admires the work
AI,DSad9F2jfva,29,🔥🔥🔥👏👏👏💯💯💯🏅🏅🏅🎯🎯🎯🎨🎨🎨🖼️🖼️🖼️🖌️🖌️🖌️✍️✍️✍️👩‍🎨👩‍🎨👩‍🎨👨‍🎨👨‍🎨👨‍🎨 Awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,praise_admiration,high,Multiple enthusiastic emojis and words
AI,DSlL18bDEhJ,29,👍,emoji_only,high,no letters or digits
AI,C-44eycs1H5,30,👍👍👍👍,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,30,Wow that's great dear 😍😍😍,praise_admiration,high,admires work with emojis
AI,DHOa6Ajt1dq,30,Ok Beautiful Crystals 🔥🔥🔥Always a crowd pleaser 🔥🔥🔥,praise_admiration,high,admires work with emojis
AI,DQhcx5VDMHT,30,😍💕🥰❤️,emoji_only,high,no letters or digits
AI,DS46sWajEKe,30,❤️🙌❤️,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,30,🔥🔥🔥,emoji_only,high,no letters or digits
AI,DVD1_XvCDTi,30,💝💝💝,emoji_only,high,no letters or digits
AI,DU2oB0uCOGt,30,❤️❤️❤️,emoji_only,high,no letters or digits
AI,DRPrkoRDOoZ,30,🙌🙌🙌❤️,emoji_only,high,no letters or digits
AI,DRhZaJnASMQ,30,Infinite sukuyomi 😍,praise_admiration,high,admires work with emoji
AI,DLSxcoJNlxg,30,Why can't i fly like this too😭😭🔥🔥,humor_meme,high,clear joke with emojis
AI,DEglt6Xy4zZ,30,We need to protect nature. Support local wildlife charities anything helps,support_defense,high,includes 'anything helps'
AI,CikP68Ej7du,30,😍🔥👏,emoji_only,high,no letters or digits
AI,C3oeAHmu5gB,30,Epic😍,praise_admiration,high,admires work with emoji
AI,DOtnkYcCt1X,30,❤️,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,30,Beautiful 🖤🖤🖤,praise_admiration,high,admires work with emojis
AI,CqW9uyIsXFJ,30,Artist 🔥,praise_admiration,high,admires the artist
AI,DTCBCWEEWGC,30,💜🖤🥰😘🙏👍👍🙏😘🥰💜💜🖤🖤🖤,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,30,可愛いくて綺麗❤💐💐💐💐,praise_admiration,high,"admires work, uses emojis"
AI,DTv9sJGjD7-,30,😍😍👌,emoji_only,high,no letters or digits
AI,DR2Y8p9giTt,30,This is absolutely incredible💙💙,praise_admiration,high,admires work with exclamations
AI,DSad9F2jfva,30,❤️❤️❤️❤️❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,30,Beautiful 💛💛💛💛💛💛💚💚,praise_admiration,high,Multiple heart emojis
AI,C-44eycs1H5,31,😍😍😍😍😍,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,31,🔥🔥🔥🔥🔥🔥🔥,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,31,TWINKLE TWINKLE  DIAMOND’S LIGHT’,humor_meme,high,clear joke/pun
AI,DQhcx5VDMHT,31,❤️❤️,emoji_only,high,no letters or digits
AI,DS46sWajEKe,31,Amo a música e a vibe 😍,praise_admiration,high,admires music and vibe
AI,DPZX0snCLqL,31,"✨ohhhhh I love when you go glittery, Ann!!! I love the inspiration image and yours are SO beautiful too!!! 😍😍😍",praise_admiration,high,admires work and language
AI,DVD1_XvCDTi,31,❤️❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DU2oB0uCOGt,31,gorgeous ❤️❤️,praise_admiration,high,admires work with emojis
AI,DRPrkoRDOoZ,31,Awesome work 🔥🔥,praise_admiration,high,admires work with emojis
AI,DRhZaJnASMQ,31,Nice,praise_admiration,high,simple adjective
AI,DLSxcoJNlxg,31,Sometimes AI is sweet✨🤍,praise_admiration,high,admires AI art
AI,DEglt6Xy4zZ,31,❤️😍😍,emoji_only,high,no letters or digits
AI,CikP68Ej7du,31,😮😮😮nice,praise_admiration,high,exclamations of admiration
AI,C3oeAHmu5gB,31,@blue_moon_226,other,high,"tag only, no content"
AI,DOtnkYcCt1X,31,Bin bereit zu gehn....🙌😓,non_english,high,contains non-English words
AI,DRSGIcZEQRC,31,Love it❤️,praise_admiration,high,expresses admiration and positivity
AI,CqW9uyIsXFJ,31,1000000/10 🔥,praise_admiration,high,admires work with rating
AI,DTCBCWEEWGC,31,😍❤️🔥,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,31,😍😍😍🔥🔥,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,31,👏👏👏,emoji_only,high,no letters or digits
AI,DR2Y8p9giTt,31,Stunning bro🔥,praise_admiration,high,admires work with exclamations
AI,DSad9F2jfva,31,🔥🔥🔥🔥🔥,emoji_only,high,no letters or digits
AI,DSlL18bDEhJ,31,🔥❤️,emoji_only,high,no letters or digits
AI,C-44eycs1H5,32,❤️❤️❤️,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,32,🔥👏🔥🙌💜💜💜✌️🌊🌠,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,32,😍🔥,emoji_only,high,no letters or digits
AI,DQhcx5VDMHT,32,❤️❤️❤️❤️,emoji_only,high,no letters or digits
AI,DS46sWajEKe,32,😍,emoji_only,high,no letters or digits
AI,DPZX0snCLqL,32,Precious 💕💖,praise_admiration,high,expresses admiration and love
AI,DVD1_XvCDTi,32,😍,emoji_only,high,no letters or digits
AI,DU2oB0uCOGt,32,Love❤️❤️❤️❤️❤️❤️,praise_admiration,high,Multiple heart emojis
AI,DRPrkoRDOoZ,32,Nice my friend ❤️❤️❤️🙌👏,praise_admiration,high,admires work with emojis
AI,DRhZaJnASMQ,32,✨ This looks epic!!! 👻,praise_admiration,high,admires work with exclamation
AI,DLSxcoJNlxg,32,Мечта 😍,non_english,high,clearly written in another language
AI,DEglt6Xy4zZ,32,Nice,praise_admiration,high,simple adjective
AI,CikP68Ej7du,32,You can’t Fathom what it really looks like 🙏🏾,praise_admiration,high,admires the work
AI,C3oeAHmu5gB,32,❤️😍,emoji_only,high,no letters or digits
AI,DOtnkYcCt1X,32,❤️❤️,emoji_only,high,no letters or digits
AI,DRSGIcZEQRC,32,💙💙💙✨,emoji_only,high,no letters or digits
AI,CqW9uyIsXFJ,32,10,emoji_only,high,numeric rating
AI,DTCBCWEEWGC,32,😍,emoji_only,high,no letters or digits
AI,DT2lgb4k5Qe,32,🔥🔥,emoji_only,high,no letters or digits
AI,DTv9sJGjD7-,32,😍😍😍😘😘🌹,emoji_only,high,no letters or digits
AI,DSad9F2jfva,32,Love u 😘😘,praise_admiration,high,admires with emojis
AI,DSlL18bDEhJ,32,Extraordinary ArTe,praise_admiration,high,admires the work
AI,C-44eycs1H5,33,🤍✨🤍,emoji_only,high,no letters or digits
AI,DVMb9kqElDz,33,🔥🔥🔥🔥,emoji_only,high,no letters or digits
AI,DHOa6Ajt1dq,33,😮😮😮😮,emoji_only,high,no letters or digits
AI,DQhcx5VDMHT,33,🔥🔥👏👏❤️❤️,emoji_only,high,no letters or digits
AI,DS46sWajEKe,33,Nossa 🥹,praise_admiration,high,Emotional response with emoji
AI,DPZX0snCLqL,33,🔥❤️🔥,emoji_only,high,no letters or digits
AI,DVD1_XvCDTi,33,❤️,emoji_only,high,no letters or digits
